,id,timestamp,text,speaker,reply_to,conversation_id,meta.receiver,meta.absolute_message_index,meta.relative_message_index,meta.year,meta.game_score,meta.game_score_delta,intent
338,Game1-germany-russia-29,1130,"England has been talking with me about a Russia-Germany-England alliance, and I agree with them that it's the only thing that makes sense in the face of the Austria-Italy powerhouse. I assume England's been speaking with you as well, and just wanted to confirm the three of us are on the same page. 

On that note, the moves I have planned for this year are all geared towards attacking the west, but I am happy to change my plans if you want some support or coordination to the east.",germany-Game1,Game1-germany-russia-28,Game1-germany-russia,russia-Game1,1130,29,1905,5,0,0
608,Game1-england-germany-547,2282,Please lie to italy,germany-Game1,Game1-england-germany-546,Game1-england-germany,england-Game1,2282,547,1907,7,2,0
297,Game3-turkey-austria-67,1537,"ah that's always the question isn't it. I'm wondering if I'm under any threat from the two of you in Constantinople...last I spoke with Italy, Italy's units had come over here on the promise of you two destroying me. It kiiinda looks like that's still the case.",turkey-Game3,Game3-turkey-austria-66,Game3-turkey-austria,austria-Game3,1537,67,1906,4,-1,1
1583,Game4-germany-france-0,2,"I'm hoping we can come to a few agreements. Burgundy is a trouble spot for us both. Could we dmz it? I think at the worst, non agression would be in both our best interests, but I'd definitely be open to any proposition you've got",germany-Game4,,Game4-germany-france,france-Game4,2,0,1901,3,0,1
450,Game1-italy-germany-299,2259,"So, I’m frustrated by this accusation.",italy-Game1,Game1-italy-germany-298,Game1-italy-germany,germany-Game1,2259,299,1907,10,3,1
166,Game1-italy-france-140,1903,Perhaps you’d like support to Brest?,italy-Game1,Game1-italy-france-139,Game1-italy-france,france-Game1,1903,140,1907,10,9,1
617,Game2-turkey-germany-43,1106,Man Austria is gonna win this isn’t he?,germany-Game2,Game2-turkey-germany-42,Game2-turkey-germany,turkey-Game2,1106,43,1902,5,0,0
928,Game2-austria-italy-80,268,"Just wanna have something to hold you to so in the understandable event that you do stab me, I can know quickly lol",italy-Game2,Game2-austria-italy-79,Game2-austria-italy,austria-Game2,268,80,1901,3,0,0
851,Game4-england-germany-5,17,"If we put up a fight we'll have to go for Russia right away. If we did that, what would we do about France",germany-Game4,Game4-england-germany-4,Game4-england-germany,england-Game4,17,5,1901,3,0,0
211,Game1-italy-germany-166,1629,"So, here is my concern with the England offer: If I’m taking Portugal, why do we want England in MAO? And why would he want to go to MAO? I’m not sure I understand that one. Can you explain?",italy-Game1,Game1-italy-germany-165,Game1-italy-germany,germany-Game1,1629,166,1906,8,3,0
277,Game11-turkey-italy-106,1326,I know.  i've been asking Austria to do something about Germany for a long time.,turkey-Game11,Game11-turkey-italy-105,Game11-turkey-italy,italy-Game11,1326,106,1907,5,1,0
701,Game8-turkey-russia-123,763,Shouldn't be necessary - probably better to get to Trieste,russia-Game8,Game8-turkey-russia-122,Game8-turkey-russia,turkey-Game8,763,123,1907,5,-4,0
834,Game1-austria-italy-122,1768,"Hi Austria — So, this is a big turn for us. I am absolutely committed to getting you a build. I wish we could get you more than one, but unfortunately the fact that you lost Vienna last turn makes that impossible. 

So, it seems to me that the most important way to get you a build is to take Galicia in Spring. I don’t care if I move there, or you move there, but we need to make some room around Budapest so that you can build there.",italy-Game1,Game1-austria-italy-121,Game1-austria-italy,austria-Game1,1768,122,1907,10,4,1
1375,Game3-austria-italy-3,156,"They seem nice enough just wanted to be careful since they haven't been speaking as much. Russia seems nice enough, haven't really gotten any info from Russia.",austria-Game3,Game3-austria-italy-2,Game3-austria-italy,italy-Game3,156,3,1901,3,0,1
1139,Game1-england-france-105,445,I'd like one of Holland or Denmark this year. Both would be nice but maybe not feasible.,england-Game1,Game1-england-france-104,Game1-england-france,france-Game1,445,105,1902,4,-1,0
1179,Game9-italy-russia-180,900,"They say yes, that that is the plan. Was a very brief message though.",russia-Game9,Game9-italy-russia-179,Game9-italy-russia,italy-Game9,900,180,1902,6,2,0
956,Game10-turkey-russia-2,145,Sounds good lets call a dmz in the black sea,russia-Game10,Game10-turkey-russia-1,Game10-turkey-russia,turkey-Game10,145,2,1901,4,1,1
396,Game2-turkey-italy-105,1036,I'm not quite sure what to do. I think I can survive a year or two but maybe not more,turkey-Game2,Game2-turkey-italy-104,Game2-turkey-italy,italy-Game2,1036,105,1902,5,1,0
189,Game11-germany-france-116,1115,"Tbh I was pretty sure you would do that, but (for once) I wanted to trust somebody in this game bc I've been known to backstab people like crazy. Your all good, Imma put up a fight though and try to stop you 😉",france-Game11,Game11-germany-france-115,Game11-germany-france,germany-Game11,1115,116,1905,8,-1,0
1510,Game5-england-germany-5,130,"That seems fair enough, I'm in",germany-Game5,Game5-england-germany-4,Game5-england-germany,england-Game5,130,5,1901,3,0,1
808,Game5-england-russia-8,43,"Great, glad we'll be able to work together then",england-Game5,Game5-england-russia-7,Game5-england-russia,russia-Game5,43,8,1901,3,-1,1
931,Game4-austria-france-11,330,"I have no chance of keeping Munich and England is in the channel, so it's honestly a less than ideal situation.",france-Game4,Game4-austria-france-10,Game4-austria-france,austria-Game4,330,11,1901,6,2,0
1364,Game2-germany-france-19,754,"Because I suspect that we’d just bounce, I have a better plan to attack the Irish Sea",france-Game2,Game2-germany-france-18,Game2-germany-france,germany-Game2,754,19,1902,5,0,1
1253,Game4-germany-france-66,758,I'm thinking you want to move to Tyrolia and support Ruhr to Munich while I swing my fleets back south,france-Game4,Game4-germany-france-65,Game4-germany-france,germany-Game4,758,66,1903,5,0,1
121,Game8-turkey-germany-31,786,Let it never be said that you’re not a man of your word.,turkey-Game8,Game8-turkey-germany-30,Game8-turkey-germany,germany-Game8,786,31,1907,10,6,0
1564,Game1-england-italy-449,2473,"My five-way draw vote is up. If you can rally the troops, we can get to the interesting stats!",italy-Game1,Game1-england-italy-448,Game1-england-italy,england-Game1,2473,449,1908,13,7,1
5,Game1-turkey-austria-6,200,Done,turkey-Game1,Game1-turkey-austria-5,Game1-turkey-austria,austria-Game1,200,6,1901,3,0,1
255,Game2-austria-germany-376,2442,"You and I are the big players here, and Italy asked me to do the same",austria-Game2,Game2-austria-germany-375,Game2-austria-germany,germany-Game2,2442,376,1905,8,-1,1
1016,Game7-austria-italy-73,684,Sounds good,italy-Game7,Game7-austria-italy-72,Game7-austria-italy,austria-Game7,684,73,1903,4,1,0
1338,Game9-england-germany-13,284,"If you agree to attacking france, I would be willing to let you have Holland AND Belgium. I would launch a full-on russia attack, with Yorkshire to Norway, and Nwg to Bar. Denmark would be left empty for that year and then you or me (depending on the situation) could get it in 1902. What do you think?",england-Game9,Game9-england-germany-12,Game9-england-germany,germany-Game9,284,13,1901,3,0,1
1443,Game3-england-germany-10,81,We will be the best King and Queen ever!,england-Game3,Game3-england-germany-9,Game3-england-germany,germany-Game3,81,10,1901,3,0,0
588,Game7-turkey-germany-9,597,"Let england and france fight each other, maybe even side with france to secure land border. I'll try to talk to italy, could you do it also? Austria is a mere vassal so maybe a word, but not too much. Italian army could be very useful if he decides to work with us. After a round or two explain england that russia is behind everything and that you could help him if he turns on russia",turkey-Game7,Game7-turkey-germany-8,Game7-turkey-germany,germany-Game7,597,9,1902,4,0,0
1242,Game2-england-austria-32,1829,"He's asked me many times about the best way to attack you, and was setting up for it until I told him Russia was done.",austria-Game2,Game2-england-austria-31,Game2-england-austria,england-Game2,1829,32,1903,7,1,1
1093,Game1-italy-russia-85,2512,"(Part 2)
At this stage, my excitement about the game has diminished quite a bit. And of course I’m happy to play on and take my lumps for falling for “Hey, I really want you to solo, just help me place second,” but if you guys just want to call it a five-way draw among us and grab a beer together, while reviewing the statistics, that’s really my preference. 

I am outnumbered and I obviously can’t solo. And I’m sure some of you in the north are eager to send everyone else flying my way, but I expect Russia and England to be careful, and so I’m not sure there is much room to move forward without simply tipping the board to Germany’s favor. 

I propose that we draw and hug it out.🤗",italy-Game1,Game1-italy-russia-84,Game1-italy-russia,russia-Game1,2512,85,1908,13,8,1
1279,Game4-germany-russia-4,58,I have heard some murmers of England wanting to attack you.,russia-Game4,Game4-germany-russia-3,Game4-germany-russia,germany-Game4,58,4,1901,4,1,1
362,Game4-germany-france-5,115,"It looks like we've already got ourselves a rat. I've heard rumors of Britain looking to attack me. Correct me if I'm wrong but I'm sure he's roped you in too. While, on the flipside he keeps trying to convince me to attack you alongside him. I think he wants to pit us against each other and use the opportunity to swoop against either or both of us. I think we should knock him out while we have the opportunity",germany-Game4,Game4-germany-france-4,Game4-germany-france,france-Game4,115,5,1901,3,0,1
150,Game12-turkey-germany-10,365,"I just gave Russia back their supply center, so they're actually building 2 units now, fyi...",turkey-Game12,Game12-turkey-germany-9,Game12-turkey-germany,germany-Game12,365,10,1902,5,0,0
531,Game1-austria-italy-124,1770,"Maybe something like this:
Bud - Gal
Vie S Bud - Gal
Rum - Sev
BLS S Rum - Sev
Arm S Rum - Sev
Bul - Rum
Ser - Bud

If the move to Gal does not work, and you don’t get Sev, then in Fall you can order Bud - Tri while Vie and Ser bounce in Bud to ensure you get a build.",italy-Game1,Game1-austria-italy-123,Game1-austria-italy,austria-Game1,1770,124,1907,10,4,1
55,Game1-england-italy-441,2454,"I have a neighbor who I'd really rather not brutally backstab, and it's not you (clearly). Does that make sense?",england-Game1,Game1-england-italy-440,Game1-england-italy,italy-Game1,2454,441,1907,6,-7,1
1570,Game1-italy-germany-316,2546,"Will you please either vote to draw, or let us know that you’d like to play this one out? I am finding it difficult to motivate myself to speak with anyone if the game is just going to draw shortly. Thoughts?",italy-Game1,Game1-italy-germany-315,Game1-italy-germany,germany-Game1,2546,316,1908,13,6,1
132,Game2-england-italy-93,2327,how do we  bring him down?  austria is talking to me about the same thing,england-Game2,Game2-england-italy-92,Game2-england-italy,italy-Game2,2327,93,1905,6,0,0
1346,Game2-austria-germany-139,874,He can keep turkey busy,germany-Game2,Game2-austria-germany-138,Game2-austria-germany,austria-Game2,874,139,1902,5,0,0
278,Game4-france-russia-264,1301,And when im in viena i can help u into bud,russia-Game4,Game4-france-russia-263,Game4-france-russia,france-Game4,1301,264,1906,9,-3,1
375,Game10-germany-russia-6,262,Yeah sounds good! Can you sup me into Sweden? I’ll give you Norway if you do...,russia-Game10,Game10-germany-russia-5,Game10-germany-russia,germany-Game10,262,6,1901,4,1,1
359,Game6-england-france-54,452,"Hey England. Can we agree it’s time to put a hold on Turkey, as they are 3 away from getting the solo... we should collaborate/support each other, as it is clear neither of us will be eliminated (sending this message to everyone)",france-Game6,Game6-england-france-53,Game6-england-france,england-Game6,452,54,1908,8,2,1
790,Game1-england-france-141,1251,"Whatever I did, I'm sorry.",france-Game1,Game1-england-france-140,Game1-england-france,england-Game1,1251,141,1905,5,0,0
1146,Game6-turkey-france-46,466,"Well, it looks like its game over",france-Game6,Game6-turkey-france-45,Game6-turkey-france,turkey-Game6,466,46,1909,7,-10,1
457,Game9-italy-france-12,575,"I had heard that, and was already suspicious. Your fleet going to SC of Spain was alarming. Him telling me that made it worse. The only way I will believe you is if your fleet moves back into the Atlantic.",italy-Game9,Game9-italy-france-11,Game9-italy-france,france-Game9,575,12,1902,4,-1,0
514,Game12-france-russia-10,354,"I think England may have seen Stp as a move of opportunity, I'm not sure, since if they had moved to Swe it would've been a lot better, honestly",france-Game12,Game12-france-russia-9,Game12-france-russia,russia-Game12,354,10,1902,4,1,1
918,Game4-england-germany-10,108,Hey what's the deal with France? They're talking about an alliance between us three to counter Russia and Italy?,england-Game4,Game4-england-germany-9,Game4-england-germany,germany-Game4,108,10,1901,3,0,1
